index,time,channel,amplitude
47448,859.2727,c_208ch,-24.46239
47449,859.27285,c_680ch,-42.88328
47450,859.2729,c_612ch,-29.9065
47451,859.27295,c_784ch,-39.47921
47452,859.27295,c_672ch,-27.032
47453,859.273,c_883ch,-114.6304
47454,859.27395,c_783ch,-34.10432
47455,859.27545,c_724ch,-34.91783
47456,859.27555,c_1017ch,-40.36985
47457,859.2756,c_933ch,-72.99427
47458,859.27565,c_981ch,-31.0474
47459,859.27575,c_793ch,-50.35204
47460,859.27585,c_701ch,-49.7721
47461,859.2862,c_1013ch,-23.31848
47462,859.29165,c_78ch,-37.58741
47463,859.29175,c_959ch,-44.04176
47464,859.2922,c_641ch,-52.21727
47465,859.29225,c_934ch,-39.2823
47466,859.29675,c_640ch,-32.81594
47467,859.29695,c_576ch,-42.25914
47468,859.2971,c_1020ch,-43.42401
47469,859.2971,c_744ch,-30.65876
47470,859.29715,c_660ch,-47.03193
47471,859.30325,c_208ch,-30.63293
47472,859.30345,c_680ch,-39.94192
47473,859.30345,c_672ch,-31.44371
47474,859.3035,c_784ch,-37.64621
47475,859.3042,c_954ch,-36.72149
47476,859.3043,c_805ch,-36.33015
47477,859.3044,c_662ch,-36.70412
47478,859.3071,c_595ch,-48.87769
47479,859.3109,c_1016ch,-32.90619
47480,859.31235,c_1009ch,-19.51512
47481,859.31465,c_724ch,-36.16158
47482,859.31895,c_933ch,-52.4567
47483,859.31915,c_793ch,-53.60102
47484,859.31925,c_701ch,-50.23447
47485,859.32125,c_911ch,-30.70584
47486,859.32155,c_919ch,-38.82277
47487,859.32655,c_612ch,-26.82733
47488,859.33215,c_611ch,-38.08217
47489,859.33785,c_966ch,-20.52055
47490,859.34645,c_1013ch,-21.98676
47491,859.3473,c_731ch,-27.88193
47492,859.36365,c_392ch,-29.91119
47493,859.4029,c_612ch,-25.8923
47494,859.4029,c_680ch,-39.95351
47495,859.40295,c_784ch,-43.17063
47496,859.4145,c_78ch,-23.49813
47497,859.41455,c_959ch,-23.21977
47498,859.42205,c_621ch,-23.48967
47499,859.4239,c_567ch,-19.06532
47500,859.42715,c_392ch,-23.5074
47501,859.4392,c_385ch,-19.94359
47502,859.6008,c_959ch,-25.43034
47503,859.61435,c_78ch,-19.3537
47504,859.64095,c_396ch,-20.08329
47505,859.6571,c_75ch,-22.08783
47506,859.73195,c_853ch,-25.35245
47507,859.872,c_1016ch,-22.11279
47508,859.8982,c_991ch,-34.49267
47509,860.06835,c_817ch,-21.52919
47510,860.0688,c_771ch,-22.38855
47511,860.06905,c_991ch,-36.8689
47512,860.1492,c_991ch,-32.42245
47513,860.23425,c_991ch,-32.83777
47514,860.23445,c_890ch,-23.52275
47515,860.23485,c_975ch,-25.45417
47516,860.2648,c_713ch,-15.57422
47517,860.39195,c_958ch,-19.61142
47518,860.39195,c_1008ch,-19.6867
47519,860.397,c_991ch,-35.86592
47520,860.5735,c_916ch,-17.34333
47521,860.96585,c_817ch,-24.36794
47522,860.9665,c_991ch,-30.17387
47523,861.18605,c_906ch,-25.56776
47524,861.2754,c_865ch,-24.2303
47525,861.39795,c_699ch,-19.78072
47526,861.64865,c_932ch,-18.10247
47527,861.65135,c_868ch,-28.86142
47528,861.6581,c_991ch,-39.98178
47529,861.7327,c_603ch,-22.16756
47530,861.80645,c_991ch,-33.34756
47531,861.80765,c_688ch,-24.51045
47532,861.81405,c_686ch,-30.36366
47533,861.8262,c_236ch,-25.63553
47534,861.9111,c_385ch,-16.07024
47535,861.9936,c_886ch,-24.08696
47536,862.19835,c_90ch,-19.72054
47537,862.2489,c_991ch,-36.15939
47538,862.33315,c_528ch,-32.33492
47539,862.33345,c_660ch,-29.05263
47540,862.34375,c_641ch,-19.13666
47541,862.3502,c_656ch,-17.75242
47542,862.4165,c_528ch,-29.97089
47543,862.41685,c_660ch,-31.82539
47544,862.4468,c_886ch,-28.53677
47545,862.4811,c_678ch,-27.97028
47546,862.48115,c_991ch,-42.61526
47547,862.48445,c_22ch,-29.96569
47548,862.48445,c_106ch,-25.95942
47549,862.48725,c_611ch,-53.67172
47550,862.5334,c_22ch,-20.92415
47551,862.536,c_611ch,-42.54746
47552,862.54675,c_886ch,-24.92483
47553,862.5792,c_22ch,-27.23804
47554,862.5819,c_611ch,-30.8448
47555,862.63365,c_22ch,-26.53137
47556,862.63645,c_611ch,-41.31971
47557,862.719,c_22ch,-24.0428
47558,862.7218,c_611ch,-38.58188
47559,862.7468,c_99ch,-22.56016
47560,862.80255,c_991ch,-32.08442
47561,862.81305,c_611ch,-25.24183
47562,862.8917,c_686ch,-29.1336
47563,862.89185,c_886ch,-29.61385
47564,862.9904,c_991ch,-31.34883
47565,863.035,c_672ch,-25.08262
47566,863.03575,c_1018ch,-29.27679
47567,863.1213,c_686ch,-28.01467
47568,863.1444,c_385ch,-22.53186
47569,863.1857,c_528ch,-20.97271
47570,863.18815,c_932ch,-15.94326
47571,863.27535,c_617ch,-23.15578
47572,863.27555,c_991ch,-30.88005
47573,863.2757,c_890ch,-23.77819
47574,863.4279,c_95ch,-20.79766
47575,863.42855,c_991ch,-29.40308
47576,863.4731,c_974ch,-21.64623
47577,863.4752,c_803ch,-18.82463
47578,863.5597,c_903ch,-32.72751
47579,863.56,c_552ch,-22.49542
47580,863.61785,c_843ch,-27.39814
47581,863.6179,c_951ch,-24.90498
47582,863.79075,c_236ch,-28.8592
47583,863.96955,c_817ch,-19.70371
47584,863.9702,c_991ch,-31.70428
47585,864.02155,c_196ch,-620.8876
47586,864.02205,c_954ch,-1723.208
47587,864.02205,c_906ch,-1860.768
47588,864.02205,c_838ch,-1674.064
47589,864.02205,c_1014ch,-1509.986
47590,864.02205,c_842ch,-1875.418
47591,864.02205,c_898ch,-2300.535
47592,864.02205,c_978ch,-2055.072
47593,864.02205,c_698ch,-2125.732
47594,864.02205,c_686ch,-1739.528
47595,864.02205,c_831ch,-1569.605
47596,864.02205,c_939ch,-2230.743
47597,864.02205,c_59ch,-1571.734
47598,864.02205,c_814ch,-1559.762
47599,864.02205,c_955ch,-2386.35
47600,864.02205,c_738ch,-1601.199
47601,864.02205,c_805ch,-1777.519
47602,864.02205,c_987ch,-1900.791
47603,864.02205,c_938ch,-1609.458
47604,864.02205,c_790ch,-1899.558
47605,864.02205,c_1010ch,-2071.305
47606,864.02205,c_1002ch,-1802.314
47607,864.02205,c_769ch,-1880.307
47608,864.0221,c_886ch,-2571.07
47609,864.0221,c_843ch,-2713.591
47610,864.0221,c_1023ch,-2373.729
47611,864.0221,c_747ch,-2007.769
47612,864.0221,c_642ch,-2311.856
47613,864.0221,c_785ch,-2338.735
47614,864.0221,c_822ch,-2281.385
47615,864.0221,c_999ch,-2260.933
47616,864.0221,c_622ch,-3130.362
47617,864.0221,c_762ch,-2895.073
47618,864.0221,c_55ch,-2752.899
47619,864.0221,c_667ch,-2319.957
47620,864.0221,c_617ch,-2453.623
47621,864.0221,c_521ch,-2344.027
47622,864.0221,c_866ch,-2523.556
47623,864.0221,c_846ch,-2259.481
47624,864.0221,c_690ch,-2672.117
47625,864.0221,c_670ch,-2581.556
47626,864.0221,c_971ch,-2425.584
47627,864.0221,c_40ch,-2639.885
47628,864.0221,c_646ch,-2838.702
47629,864.0221,c_983ch,-2075.426
47630,864.0221,c_979ch,-2598.1
47631,864.0221,c_710ch,-2473.125
47632,864.0221,c_219ch,-2372.5
47633,864.0221,c_810ch,-2644.9
47634,864.0221,c_633ch,-2432.987
47635,864.0221,c_1018ch,-2825.578
47636,864.0221,c_1019ch,-2719.14
47637,864.0221,c_737ch,-2888.428
47638,864.0221,c_654ch,-2187.917
47639,864.0221,c_853ch,-2383.103
47640,864.0221,c_854ch,-2573.148
47641,864.0221,c_627ch,-2307.197
47642,864.0221,c_650ch,-2644.047
47643,864.0221,c_675ch,-2354.05
47644,864.0221,c_995ch,-2816.258
47645,864.0221,c_986ch,-2733.98
47646,864.0221,c_863ch,-2323.82
47647,864.0221,c_951ch,-2625.673
47648,864.0221,c_857ch,-2317.176
47649,864.0221,c_874ch,-2647.369
47650,864.0221,c_13ch,-2267.7
47651,864.0221,c_950ch,-2861.617
47652,864.0221,c_799ch,-2414.393
47653,864.0221,c_922ch,-2477.458
47654,864.0221,c_11ch,-2348.746
47655,864.0221,c_1022ch,-2797.147
47656,864.0221,c_1011ch,-2605.674
47657,864.0221,c_923ch,-3183.157
47658,864.0225,c_704ch,-815.6279
47659,864.0225,c_768ch,-804.6866
47660,864.0225,c_820ch,-886.4103
47661,864.0225,c_487ch,-821.2591
47662,864.0225,c_653ch,-717.0009
47663,864.0225,c_200ch,-751.5984
47664,864.0225,c_696ch,-879.2143
47665,864.0225,c_776ch,-814.5854
47666,864.0225,c_984ch,-822.0291
47667,864.0225,c_752ch,-828.7148
47668,864.0225,c_472ch,-759.3534
47669,864.0225,c_648ch,-980.5099
47670,864.0225,c_728ch,-927.9188
47671,864.02255,c_712ch,-967.0428
47672,864.02255,c_196ch,-949.6122
47673,864.02255,c_416ch,-862.5956
47674,864.02255,c_744ch,-922.0541
47675,864.02255,c_574ch,-762.1599
47676,864.02255,c_381ch,-874.7637
47677,864.02255,c_760ch,-915.4663
47678,864.02255,c_664ch,-1101.51
47679,864.02255,c_385ch,-893.2451
47680,864.0226,c_126ch,-869.4128
47681,864.03675,c_701ch,-63.08722
47682,864.03695,c_595ch,-80.44465
47683,864.03915,c_862ch,-39.63494
47684,864.0392,c_909ch,-35.98224
47685,864.05065,c_680ch,-37.20102
47686,864.05075,c_784ch,-35.72517
47687,864.05105,c_153ch,-55.85488
47688,864.05145,c_733ch,-28.51666
47689,864.053,c_716ch,-37.92638
47690,864.05465,c_786ch,-58.04125
47691,864.0558,c_640ch,-30.49067
47692,864.057,c_660ch,-54.64468
47693,864.06295,c_612ch,-32.39721
47694,864.063,c_784ch,-35.81494
47695,864.0648,c_1016ch,-33.87923
47696,864.0707,c_99ch,-39.21955
47697,864.07265,c_576ch,-38.68968
47698,864.0729,c_660ch,-56.32789
47699,864.0738,c_806ch,-39.46584
47700,864.0839,c_783ch,-28.61821
47701,864.08455,c_153ch,-43.39257
47702,864.08505,c_208ch,-26.94476
47703,864.08525,c_680ch,-36.16948
47704,864.0853,c_784ch,-37.36289
47705,864.09135,c_576ch,-37.38698
47706,864.09155,c_660ch,-59.83636
47707,864.09505,c_595ch,-43.368
47708,864.1042,c_783ch,-30.05475
47709,864.10745,c_79ch,-25.89968
47710,864.1082,c_701ch,-48.03112
47711,864.1113,c_852ch,-27.27486
47712,864.11565,c_611ch,-48.7833
47713,864.11995,c_640ch,-31.11484
47714,864.12015,c_576ch,-35.96814
47715,864.1203,c_744ch,-33.36093
47716,864.12035,c_660ch,-59.64711
47717,864.12035,c_1020ch,-39.8833
47718,864.12135,c_933ch,-53.33039
47719,864.1214,c_793ch,-57.59441
47720,864.1215,c_701ch,-65.12848
47721,864.12555,c_115ch,-32.41135
47722,864.1256,c_696ch,-26.52975
47723,864.1257,c_724ch,-49.36584
47724,864.1302,c_153ch,-38.72021
47725,864.13025,c_595ch,-49.11861
47726,864.13255,c_716ch,-26.44121
47727,864.13325,c_780ch,-26.53487
47728,864.13345,c_1020ch,-32.9514
47729,864.1348,c_933ch,-54.54187
47730,864.1348,c_929ch,-24.2974
47731,864.13495,c_793ch,-42.95993
47732,864.1351,c_701ch,-46.79126
47733,864.1355,c_783ch,-25.56906
47734,864.138,c_870ch,-41.62989
47735,864.14315,c_1024ch,-25.63832
47736,864.1434,c_208ch,-25.70913
47737,864.1435,c_612ch,-29.55094
47738,864.1435,c_680ch,-37.41184
47739,864.14355,c_784ch,-32.6184
47740,864.14495,c_611ch,-40.51472
47741,864.15355,c_629ch,-40.13194
47742,864.15845,c_1016ch,-29.00861
47743,864.1588,c_933ch,-52.0226
47744,864.1589,c_793ch,-40.58045
47745,864.15905,c_701ch,-47.17096
47746,864.15925,c_79ch,-31.12191
47747,864.15925,c_783ch,-26.66314
47748,864.1604,c_724ch,-38.67875
47749,864.1605,c_652ch,-24.77356
47750,864.16585,c_852ch,-27.78008
47751,864.16645,c_1020ch,-35.17973
47752,864.1665,c_660ch,-28.60087
47753,864.17695,c_595ch,-67.9772
47754,864.17975,c_701ch,-50.21381
47755,864.18115,c_942ch,-28.17794
47756,864.18235,c_862ch,-30.7058
47757,864.1873,c_960ch,-27.73023
47758,864.1874,c_656ch,-20.94918
47759,864.18865,c_392ch,-25.5604
47760,864.18975,c_576ch,-37.81444
47761,864.18995,c_660ch,-56.87707
47762,864.18995,c_1020ch,-36.38399
47763,864.19,c_836ch,-22.85093
47764,864.19185,c_37ch,-28.21265
47765,864.1942,c_793ch,-43.63365
47766,864.1943,c_701ch,-46.90162
47767,864.19475,c_611ch,-37.97216
47768,864.2004,c_945ch,-50.41183
47769,864.2052,c_1006ch,-33.92581
47770,864.20625,c_724ch,-42.4475
47771,864.2063,c_652ch,-20.73676
47772,864.2064,c_223ch,-30.37838
47773,864.2067,c_153ch,-38.90317
47774,864.21245,c_771ch,-30.20971
47775,864.21575,c_875ch,-28.20575
47776,864.2159,c_752ch,-26.30592
47777,864.21765,c_771ch,-29.4829
47778,864.21775,c_935ch,-31.7473
47779,864.2202,c_885ch,-30.91579
47780,864.2217,c_724ch,-35.77495
47781,864.22875,c_1013ch,-28.66644
47782,864.22955,c_640ch,-30.06889
47783,864.22975,c_576ch,-41.34721
47784,864.22995,c_1020ch,-46.20272
47785,864.22995,c_208ch,-28.89928
47786,864.23,c_660ch,-55.54291
47787,864.23005,c_733ch,-31.0837
47788,864.2301,c_680ch,-37.18762
47789,864.23015,c_612ch,-37.00957
47790,864.2302,c_784ch,-33.75113
47791,864.23255,c_783ch,-27.83007
47792,864.23705,c_641ch,-53.25999
47793,864.2399,c_933ch,-65.36144
47794,864.24,c_793ch,-49.01064
47795,864.2401,c_701ch,-50.05849
47796,864.24125,c_716ch,-25.50516
47797,864.2451,c_1014ch,-38.71715
47798,864.2479,c_1016ch,-35.61655
47799,864.24845,c_780ch,-24.6647
47800,864.25165,c_727ch,-64.33086
47801,864.252,c_734ch,-70.50085
47802,864.25535,c_745ch,-37.07032
47803,864.25555,c_906ch,-35.74003
47804,864.2557,c_991ch,-36.09403
47805,864.2578,c_75ch,-36.75665
47806,864.2578,c_581ch,-54.62732
47807,864.25885,c_581ch,-40.87901
47808,864.2599,c_611ch,-42.11716
47809,864.26,c_153ch,-38.2501
47810,864.261,c_754ch,-52.49683
47811,864.26115,c_738ch,-28.91599
47812,864.26145,c_576ch,-35.20531
47813,864.2615,c_724ch,-36.4727
47814,864.26155,c_850ch,-27.40011
47815,864.26165,c_1020ch,-43.35116
47816,864.2617,c_660ch,-64.34961
47817,864.2617,c_113ch,-37.07825
47818,864.26175,c_836ch,-23.14201
47819,864.26175,c_669ch,-68.0425
47820,864.26205,c_633ch,-32.62511
47821,864.2621,c_754ch,-54.26976
47822,864.2628,c_866ch,-36.32453
47823,864.2628,c_675ch,-27.03157
47824,864.2628,c_113ch,-37.11435
47825,864.2634,c_778ch,-33.96159
47826,864.2636,c_853ch,-31.54917
47827,864.26395,c_38ch,-28.88873
47828,864.2647,c_733ch,-27.5802
47829,864.26975,c_793ch,-46.0428
47830,864.2699,c_701ch,-55.85261
47831,864.275,c_641ch,-52.97049
47832,864.2811,c_783ch,-32.42677
47833,864.2859,c_611ch,-31.2996
47834,864.2896,c_392ch,-23.5329
47835,864.2903,c_576ch,-34.894
47836,864.29045,c_1020ch,-38.01711
47837,864.2905,c_660ch,-51.02828
47838,864.2951,c_153ch,-32.87374
47839,864.29995,c_718ch,-38.35235
47840,864.29995,c_638ch,-35.29731
47841,864.3055,c_716ch,-21.51024
47842,864.30585,c_701ch,-47.60183
47843,864.3061,c_578ch,-87.19963
47844,864.3087,c_1013ch,-27.95142
47845,864.30895,c_724ch,-32.1521
47846,864.31115,c_1006ch,-38.70222
47847,864.31125,c_651ch,-25.71435
47848,864.3113,c_771ch,-32.16377
47849,864.31835,c_595ch,-63.46129
47850,864.32355,c_612ch,-31.75125
47851,864.3236,c_784ch,-38.54493
47852,864.32645,c_696ch,-35.79148
47853,864.3329,c_79ch,-28.3637
47854,864.35315,c_783ch,-24.81423
47855,864.3627,c_115ch,-26.89989
47856,864.36275,c_567ch,-23.37352
47857,864.36275,c_699ch,-32.21354
47858,864.36375,c_662ch,-29.71268
47859,864.36445,c_78ch,-27.37955
47860,864.36915,c_1016ch,-27.44732
47861,864.36935,c_660ch,-22.93463
47862,864.3809,c_115ch,-28.45563
47863,864.40645,c_779ch,-23.84892
47864,864.4313,c_641ch,-25.98169
47865,864.4351,c_392ch,-30.38489
47866,864.4357,c_528ch,-21.15447
47867,864.44695,c_78ch,-23.89552
47868,864.5845,c_115ch,-22.84539
47869,864.5845,c_567ch,-24.15239
47870,864.6656,c_78ch,-22.5813
47871,864.97645,c_1017ch,-19.94704
47872,865.12295,c_385ch,-15.61868
47873,865.32705,c_153ch,-45.82182
47874,865.4245,c_960ch,-30.59538
47875,865.64895,c_528ch,-31.40127
47876,865.64925,c_660ch,-29.57345
47877,865.6493,c_888ch,-24.75371
47878,865.67365,c_865ch,-22.22269
47879,865.6753,c_886ch,-24.08356
47880,865.7035,c_865ch,-23.10933
47881,865.8441,c_710ch,-26.23398
47882,866.1747,c_576ch,-19.41475
47883,866.19625,c_385ch,-20.71906
47884,866.4598,c_933ch,-24.58215
47885,866.553,c_958ch,-18.65194
47886,866.5752,c_603ch,-21.82307
47887,866.79185,c_864ch,-18.13717
47888,866.80285,c_686ch,-32.30363
47889,866.80295,c_886ch,-22.92926
47890,866.9024,c_385ch,-21.28834
47891,867.09565,c_528ch,-28.83307
47892,867.0959,c_660ch,-26.62543
47893,867.09595,c_888ch,-21.22418
47894,867.3398,c_886ch,-26.6454
47895,867.49125,c_711ch,-22.08459
47896,867.54695,c_933ch,-29.65424
47897,867.6396,c_711ch,-24.25163
47898,867.77875,c_90ch,-18.55379
47899,867.97275,c_903ch,-34.99334
47900,868.00795,c_520ch,-21.93052
47901,868.20155,c_208ch,-27.62502
47902,868.20175,c_612ch,-36.78704
47903,868.20175,c_680ch,-42.95602
47904,868.20185,c_784ch,-42.03775
47905,868.22165,c_1016ch,-33.50557
47906,868.26015,c_1017ch,-22.31974
47907,868.5029,c_733ch,-42.30736
47908,868.6379,c_615ch,-17.70911
47909,868.75295,c_686ch,-32.23727
47910,868.7601,c_865ch,-23.89536
47911,868.8725,c_236ch,-26.62306
47912,868.97285,c_862ch,-19.99601
47913,869.02205,c_698ch,-2119.324
47914,869.02205,c_790ch,-1900.796
47915,869.02205,c_1002ch,-1815.035
47916,869.02205,c_842ch,-1873.994
47917,869.02205,c_738ch,-1605.139
47918,869.02205,c_838ch,-1668.76
47919,869.02205,c_686ch,-1737.712
47920,869.02205,c_831ch,-1565.531
47921,869.02205,c_906ch,-1864.927
47922,869.02205,c_987ch,-1900.555
47923,869.02205,c_954ch,-1743.354
47924,869.02205,c_814ch,-1557.425
47925,869.02205,c_805ch,-1762.604
47926,869.02205,c_59ch,-1580.635
47927,869.02205,c_898ch,-2301.289
47928,869.02205,c_978ch,-2057.709
47929,869.02205,c_769ch,-1877.929
47930,869.02205,c_955ch,-2390.159
47931,869.02205,c_939ch,-2228.648
47932,869.02205,c_938ch,-1608.954
47933,869.02205,c_1014ch,-1507.993
47934,869.02205,c_1010ch,-2082.768
47935,869.0221,c_667ch,-2317.256
47936,869.0221,c_874ch,-2641.831
47937,869.0221,c_866ch,-2526.976
47938,869.0221,c_863ch,-2329.146
47939,869.0221,c_785ch,-2332.285
47940,869.0221,c_857ch,-2314.788
47941,869.0221,c_854ch,-2576.861
47942,869.0221,c_853ch,-2382.297
47943,869.0221,c_846ch,-2265.811
47944,869.0221,c_843ch,-2717.994
47945,869.0221,c_799ch,-2411.755
47946,869.0221,c_822ch,-2283.304
47947,869.0221,c_810ch,-2641.451
47948,869.0221,c_762ch,-2894.327
47949,869.0221,c_654ch,-2190.53
47950,869.0221,c_11ch,-2349.505
47951,869.0221,c_670ch,-2583.979
47952,869.0221,c_1022ch,-2802.946
47953,869.0221,c_1023ch,-2377.552
47954,869.0221,c_675ch,-2355.714
47955,869.0221,c_1019ch,-2717.74
47956,869.0221,c_1011ch,-2604.466
47957,869.0221,c_999ch,-2272.483
47958,869.0221,c_995ch,-2810.698
47959,869.0221,c_13ch,-2259.791
47960,869.0221,c_1018ch,-2819.775
47961,869.0221,c_983ch,-2056.077
47962,869.0221,c_642ch,-2308.311
47963,869.0221,c_617ch,-2453.48
47964,869.0221,c_622ch,-3130.385
47965,869.0221,c_710ch,-2461.105
47966,869.0221,c_627ch,-2282.322
47967,869.0221,c_521ch,-2324.392
47968,869.0221,c_922ch,-2465.542
47969,869.0221,c_40ch,-2647
47970,869.0221,c_690ch,-2676.504
47971,869.0221,c_986ch,-2718.76
47972,869.0221,c_633ch,-2430.749
47973,869.0221,c_55ch,-2730.372
47974,869.0221,c_979ch,-2597.634
47975,869.0221,c_971ch,-2418.185
47976,869.0221,c_951ch,-2626.583
47977,869.0221,c_950ch,-2864.079
47978,869.0221,c_737ch,-2874.597
47979,869.0221,c_747ch,-2023.217
47980,869.0221,c_923ch,-3189.898
47981,869.0221,c_650ch,-2641.459
47982,869.0221,c_219ch,-2366.04
47983,869.0221,c_886ch,-2580.677
47984,869.0225,c_820ch,-887.7155
47985,869.0225,c_472ch,-749.046
47986,869.0225,c_776ch,-819.2456
47987,869.0225,c_653ch,-710.0144
47988,869.0225,c_768ch,-799.9297
47989,869.0225,c_487ch,-812.1953
47990,869.0225,c_648ch,-978.114
47991,869.0225,c_728ch,-929.8657
47992,869.0225,c_760ch,-897.5613
47993,869.0225,c_984ch,-819.5053
47994,869.0225,c_752ch,-827.4523
47995,869.0225,c_704ch,-801.096
47996,869.0225,c_696ch,-883.4885
47997,869.0225,c_200ch,-753.4419
47998,869.02255,c_744ch,-920.9719
47999,869.02255,c_574ch,-756.7603
48000,869.02255,c_712ch,-974.8282
48001,869.02255,c_664ch,-1099.984
48002,869.02255,c_196ch,-940.302
48003,869.02255,c_385ch,-902.2865
48004,869.02255,c_381ch,-876.6398
48005,869.02255,c_416ch,-853.3446
48006,869.0226,c_126ch,-873.2583
48007,869.06505,c_576ch,-35.91701
48008,869.0678,c_733ch,-32.50904
48009,869.069,c_868ch,-27.23571
48010,869.0725,c_780ch,-27.75345
48011,869.0748,c_724ch,-38.33283
48012,869.07665,c_612ch,-28.75146
48013,869.07975,c_89ch,-52.61592
48014,869.07985,c_392ch,-32.61173
48015,869.08135,c_701ch,-57.07263
48016,869.09,c_110ch,-31.33677
48017,869.09145,c_576ch,-41.31725
48018,869.0916,c_1020ch,-42.0523
48019,869.09165,c_660ch,-59.20963
48020,869.0951,c_733ch,-27.58418
48021,869.10305,c_716ch,-31.30719
48022,869.10875,c_780ch,-27.2573
48023,869.1098,c_783ch,-23.85061
48024,869.11035,c_652ch,-28.91823
48025,869.11045,c_680ch,-39.79042
48026,869.11045,c_611ch,-41.06778
48027,869.11055,c_784ch,-35.36086
48028,869.11075,c_696ch,-29.31984
48029,869.1132,c_1013ch,-25.95732
48030,869.11335,c_572ch,-23.53531
48031,869.1143,c_37ch,-42.76582
48032,869.1175,c_868ch,-25.78125
48033,869.1192,c_576ch,-46.08597
48034,869.11935,c_1020ch,-39.02969
48035,869.1194,c_660ch,-55.14626
48036,869.12475,c_724ch,-36.14652
48037,869.1248,c_652ch,-25.68307
48038,869.12485,c_532ch,-24.48215
48039,869.1267,c_595ch,-62.06242
48040,869.1348,c_793ch,-42.52723
48041,869.1349,c_701ch,-56.1306
48042,869.1374,c_862ch,-36.87759
48043,869.1402,c_724ch,-35.53761
48044,869.1522,c_611ch,-38.99678
48045,869.15475,c_933ch,-57.64059
48046,869.15485,c_793ch,-45.08281
48047,869.15495,c_701ch,-52.77557
48048,869.15655,c_868ch,-24.30038
48049,869.1596,c_783ch,-25.19236
48050,869.1615,c_208ch,-28.1588
48051,869.1617,c_680ch,-34.54259
48052,869.16175,c_612ch,-28.5016
48053,869.1618,c_784ch,-23.53352
48054,869.1624,c_1016ch,-31.94793
48055,869.16385,c_945ch,-46.70512
48056,869.16415,c_724ch,-32.8942
48057,869.1653,c_793ch,-45.4869
48058,869.1654,c_701ch,-38.97853
48059,869.166,c_392ch,-26.33065
48060,869.1661,c_942ch,-22.90187
48061,869.16685,c_153ch,-32.47239
48062,869.16765,c_1020ch,-33.27713
48063,869.17325,c_37ch,-29.17876
48064,869.1743,c_718ch,-34.86576
48065,869.177,c_724ch,-36.11316
48066,869.1771,c_652ch,-24.71668
48067,869.18365,c_733ch,-36.2047
48068,869.1839,c_235ch,-31.61707
48069,869.1888,c_696ch,-28.363
48070,869.1889,c_79ch,-26.47209
48071,869.19285,c_847ch,-23.95682
48072,869.19335,c_718ch,-35.0188
48073,869.1936,c_611ch,-38.25352
48074,869.19555,c_576ch,-32.28579
48075,869.19565,c_744ch,-28.35418
48076,869.1957,c_1020ch,-37.0019
48077,869.19575,c_660ch,-66.82721
48078,869.1999,c_701ch,-41.88592
48079,869.2019,c_392ch,-31.55035
48080,869.2044,c_783ch,-29.59921
48081,869.2122,c_612ch,-30.21896
48082,869.2122,c_680ch,-34.96412
48083,869.2123,c_784ch,-31.2151
48084,869.21585,c_37ch,-24.16039
48085,869.2195,c_933ch,-52.88193
48086,869.21955,c_793ch,-40.88591
48087,869.2197,c_701ch,-41.26234
48088,869.22635,c_638ch,-32.3369
48089,869.2264,c_718ch,-45.56104
48090,869.22725,c_724ch,-36.13156
48091,869.2276,c_711ch,-33.10735
48092,869.2326,c_153ch,-39.75969
48093,869.233,c_698ch,-35.04879
48094,869.2332,c_793ch,-39.31254
48095,869.23335,c_701ch,-46.29033
48096,869.23645,c_641ch,-45.62977
48097,869.23795,c_87ch,-32.20091
48098,869.23945,c_811ch,-24.77363
48099,869.2398,c_811ch,-25.77141
48100,869.24295,c_612ch,-33.67844
48101,869.24295,c_680ch,-34.6979
48102,869.243,c_784ch,-37.26436
48103,869.243,c_651ch,-32.12297
48104,869.24305,c_867ch,-27.30534
48105,869.24615,c_960ch,-28.0107
48106,869.2483,c_1016ch,-28.44906
48107,869.24845,c_774ch,-36.98048
48108,869.24965,c_696ch,-33.3074
48109,869.25325,c_611ch,-38.33072
48110,869.2589,c_581ch,-43.24941
48111,869.2596,c_783ch,-25.12225
48112,869.2622,c_1020ch,-27.28063
48113,869.26545,c_724ch,-32.82479
48114,869.26555,c_652ch,-32.65443
48115,869.2657,c_872ch,-24.18612
48116,869.26575,c_396ch,-27.84967
48117,869.27265,c_933ch,-44.3764
48118,869.27275,c_793ch,-43.34224
48119,869.2729,c_701ch,-48.5468
48120,869.2761,c_883ch,-113.9904
48121,869.2787,c_11ch,-31.86487
48122,869.27985,c_54ch,-79.13229
48123,869.28325,c_1020ch,-34.79058
48124,869.28435,c_153ch,-39.96603
48125,869.29,c_595ch,-58.56969
48126,869.29435,c_392ch,-32.20807
48127,869.29595,c_862ch,-27.35383
48128,869.2976,c_924ch,-25.12931
48129,869.29785,c_611ch,-40.96206
48130,869.29865,c_933ch,-57.13091
48131,869.2989,c_701ch,-50.85834
48132,869.31315,c_724ch,-43.9487
48133,869.31325,c_652ch,-28.53884
48134,869.31405,c_970ch,-22.75696
48135,869.3145,c_793ch,-47.51289
48136,869.3146,c_701ch,-51.79851
48137,869.3154,c_829ch,-92.81122
48138,869.31725,c_783ch,-25.91969
48139,869.31755,c_680ch,-28.46151
48140,869.31765,c_784ch,-33.62674
48141,869.3215,c_718ch,-36.9324
48142,869.3223,c_576ch,-35.23269
48143,869.32235,c_528ch,-23.60596
48144,869.32245,c_1020ch,-41.07365
48145,869.3225,c_660ch,-61.58112
